business_id,business_address,business_city,business_latitude,business_longitude,inspection_score
5032,688 SAN JOSE Ave,San Francisco,37.744122,-122.422722,95.2
5033,598 Chenery St,San Francisco,37.734619,-122.432379,87.23529411764706
5038,2299 CHESTNUT St,San Francisco,37.800194,-122.440927,89.0
5039,2340 CHESTNUT St,San Francisco,37.800128,-122.44191399999998,89.33333333333333
5053,100 5th St,San Francisco,37.782659,-122.40655500000001,93.0
5071,1600 HOLLOWAY Ave,San Francisco,37.720851,-122.477084,93.33333333333333
5074,1521 SLOAT Blvd,San Francisco,37.733944,-122.49043799999998,92.0
5077,5957 GEARY Blvd,San Francisco,37.780054,-122.483181,93.0
5083,1000 Van Ness Ave #2,San Francisco,37.784784,-122.421052,90.0
5084,1000 Van Ness Ave #4,San Francisco,37.784784,-122.421052,
5085,1000 Van Ness Ave #7,San Francisco,37.784784,-122.421052,
5096,890 Geneva Ave,San Francisco,37.716643,-122.44118700000001,92.28571428571429
5104,333 Jefferson St,San Francisco,37.807922999999995,-122.41788700000001,99.0
5118,1150 TARAVAL St,San Francisco,37.742948,-122.47873200000001,97.0
5124,728 GEARY St,San Francisco,37.786477000000005,-122.415454,95.33333333333333
5129,648 04th St,San Francisco,37.777702000000005,-122.39585,89.1
5136,7 Drumm St,San Francisco,37.793874,-122.396464,95.0
5144,599 DIVISADERO St,San Francisco,37.774873,-122.437804,90.85714285714286
5150,200 Duboce St,San Francisco,37.769758,-122.42478200000001,94.0
5156,302 POTRERO Ave,San Francisco,37.765507,-122.40756499999999,88.9090909090909
5168,2266 CALIFORNIA St,San Francisco,37.789225,-122.431643,89.0
5170,2111 JENNINGS St,San Francisco,37.726932,-122.388696,94.0
5171,1700 SUTTER St,San Francisco,37.786771,-122.42839,100.0
5175,608 HAYES St,San Francisco,37.776503999999996,-122.426446,98.0
5177,1975 Post St,San Francisco,37.784955,-122.43425400000001,94.0
5179,570 Ellis St,San Francisco,37.784564,-122.415617,90.5
5180,1690 Church St,San Francisco,37.74385,-122.42673899999998,89.71428571428571
5183,1111 Gough St,San Francisco,37.784361,-122.424554,89.6
5185,260 Golden Gate Ave,San Francisco,37.781791999999996,-122.414891,98.0
5191,1525 Waller St,San Francisco,37.768731,-122.448908,96.0
5192,115 Diamond St,San Francisco,37.760484999999996,-122.437091,92.66666666666667
5194,50 PHELAN Ave,San Francisco,37.723638,-122.45227299999999,91.33333333333333
5196,302 SILVER Ave,San Francisco,37.728659,-122.431174,87.8
5200,2929 19th St,San Francisco,37.760373,-122.411153,93.71428571428571
5206,1390 TURK St,San Francisco,37.780567,-122.43196499999999,90.57142857142857
5208,1 YACHT Rd,San Francisco,37.807878,-122.442499,86.0
5209,380 CLEMENTINA St,San Francisco,37.781075,-122.403552,98.0
5210,22 WALLER St,San Francisco,37.772017,-122.4241,94.0
5211,201 Van Ness Ave,San Francisco,37.777282,-122.419751,94.8
5212,225 Potrero Ave,San Francisco,37.766759,-122.40757099999999,86.11111111111111
5213,1375 FAIRFAX Ave,San Francisco,37.739891,-122.3848,100.0
5214,302 Eddy St,San Francisco,37.783988,-122.412681,100.0
5215,226 Jones St,San Francisco,37.783274,-122.412392,88.25
5221,1340 Golden Gate Ave,San Francisco,37.779531,-122.43262800000001,83.83333333333333
5225,2534 JUDAH St,San Francisco,37.761215,-122.48916100000001,100.0
5226,730 Polk St,San Francisco,37.783583,-122.419191,100.0
5227,869 Ellis St,San Francisco,37.783845,-122.420429,80.44444444444444
5232,1030 ILLINOIS St,San Francisco,37.758887,-122.38749299999999,100.0
5243,1643 JERROLD Ave,San Francisco,37.739197,-122.390225,94.66666666666667
5252,1068 Revere Ave,San Francisco,37.726079999999996,-122.38020700000001,88.0
5254,1177 INDIANA St,San Francisco,37.755483,-122.390879,95.0
5257,3388 19th St,San Francisco,37.760295,-122.418953,85.45454545454545
5258,2850 ALEMANY Blvd,San Francisco,37.712715,-122.45136299999999,88.18181818181819
5267,255 MENDELL STREET,San Francisco,37.741939,-122.383872,96.66666666666667
5268,151 03rd St,San Francisco,37.785643,-122.401192,95.25
5271,2720 17th St,San Francisco,37.764359000000006,-122.41059399999999,97.0
5272,500 FLORIDA St,San Francisco,37.762921,-122.411254,98.66666666666667
5278,2000 Chestnut St,San Francisco,37.800796999999996,-122.43668400000001,98.0
5289,350 11th St,San Francisco,37.774722,-122.40676100000002,100.0
5297,801 bryant St,San Francisco,37.776011,-122.40246599999999,93.66666666666667
5301,2598 Harrison St,San Francisco,37.749851,-122.415121,84.0
5307,1 ZOO Rd,San Francisco,37.73017,-122.50253500000001,97.5
5310,360A Jefferson St,San Francisco,37.80792,-122.418577,96.0
5325,451 06th St,San Francisco,37.776775,-122.403305,95.33333333333333
5430,Powell & Market St (S/E),San Francisco,37.779847,-122.418985,100.0
5434,Stockton & O'Farrell St (N/W),San Francisco,37.779847,-122.418985,99.33333333333333
5437,NW Corner Post at Stockton St (N/W),San Francisco,37.791585999999995,-122.408452,
5441,Stockton & Market & Ellis St (NW),San Francisco,37.779847,-122.418985,100.0
5533,1  zoo rd,San Francisco,37.721453000000004,-122.48629,94.66666666666667
5552,1 ZOO Rd,San Francisco,37.73017,-122.50253500000001,92.5
5562,Civic Ctr- garage Lobby,San Francisco,37.779847,-122.418985,100.0
5605,2333 BUCHANAN St,San Francisco,37.791426,-122.43103899999998,99.33333333333333
5606,45 Castro St,San Francisco,37.768921999999996,-122.435736,94.0
5607,1600 Holloway Ave,San Francisco,37.720851,-122.477084,90.25
5610,Civic Center-Polkk/McAllister,San Francisco,37.779847,-122.418985,
5619,24 WILLIE MAYS PLAZA 4.21.02,San Francisco,37.778382,-122.39115100000001,90.0
5634,24 WILLIE MAYS PLAZA 1.24.06,San Francisco,37.778382,-122.39115100000001,94.4
5653,Pier 39,San Francisco,37.808240000000005,-122.41018899999999,95.2
5654,Pier 39,San Francisco,37.808240000000005,-122.41018899999999,96.0
5744,Pier 39 West Park,San Francisco,37.668824,-122.409411,100.0
5760,330 Ellis St,San Francisco,37.785096,-122.411651,94.8
5770,2024 HAYES St,San Francisco,37.773526000000004,-122.44978600000002,90.0
5786,2229 UNION St,San Francisco,37.796977000000005,-122.43596799999999,94.0
5787,1570 31st Ave,San Francisco,37.758013,-122.48959599999999,100.0
5788,2650 42nd Ave,San Francisco,37.737289000000004,-122.499923,100.0
5789,2051 34th Ave,San Francisco,37.748853000000004,-122.492255,100.0
5790,3151 ORTEGA St,San Francisco,37.751406,-122.49723300000001,100.0
5791,1920 41st Ave,San Francisco,37.750928,-122.49981399999999,100.0
5792,1530 43rd Ave,San Francisco,37.758108,-122.50246499999999,100.0
5794,2162 24th Ave,San Francisco,37.747228,-122.48129899999999,100.0
5796,105 APTOS Ave,San Francisco,37.730198,-122.46623799999999,92.8
5797,50 DARIEN Way,San Francisco,37.731868,-122.47095700000001,96.25
5800,350 Broadway St,San Francisco,37.798358,-122.403154,98.2
5801,3125 CESAR CHAVEZ St,San Francisco,37.748264,-122.41197,98.85714285714286
5802,1101 EUCALYPTUS Dr,San Francisco,37.731027000000005,-122.48357800000001,97.14285714285714
5803,250 FOERSTER St,San Francisco,37.730307,-122.448801,95.14285714285714
5804,625 HOLLY PARK Cir,San Francisco,37.736683,-122.421132,100.0
5805,400 Sargent St,San Francisco,37.716156,-122.466248,90.81818181818181
5807,431 CAPITOL Ave,San Francisco,37.714304,-122.459115,95.11111111111111
5808,1000 CAYUGA Ave,San Francisco,37.722066999999996,-122.43983,97.42857142857143
5810,241 ONEIDA St,San Francisco,37.721825,-122.442876,92.8
5811,3351 23rd St,San Francisco,37.753704,-122.420198,97.2
5812,421  BARTLETT St,San Francisco,37.750243,-122.419293,99.2
5813,1220 Noe St,San Francisco,37.74949,-122.43175,97.33333333333333
5814,65 CHENERY St,San Francisco,37.740395,-122.425576,99.6
5815,625  DOUGLASS St,San Francisco,37.753684,-122.438696,96.4
5817,220 MIDDLEFIELD Dr,San Francisco,37.730637,-122.4861,94.66666666666667
5818,1670 NOE St,San Francisco,37.742294,-122.43104,97.42857142857143
5819,175 OMAR Way,San Francisco,37.739266,-122.450227,98.85714285714286
5820,151 LIPPARD Ave,San Francisco,37.73322,-122.435998,96.0
5821,2576 HARRISON St,San Francisco,37.756231,-122.41229299999999,98.57142857142857
5823,465 MISSOURI St,San Francisco,37.760474,-122.39629599999999,95.875
5825,859 PRAGUE St,San Francisco,37.710464,-122.434202,99.0
5827,810 SILVER Ave,San Francisco,37.729015999999994,-122.419253,94.0
5828,600 32nd Ave,San Francisco,37.777772,-122.492005,96.0
5829,4545 ANZA St,San Francisco,37.777603000000006,-122.49649,98.28571428571429
5830,460 Arguello Blvd,San Francisco,37.782383,-122.458926,99.0
5831,651 06th Ave,San Francisco,37.778382,-122.462787,99.33333333333333
5834,450 30th Ave,San Francisco,37.780823,-122.490105,97.71428571428571
5835,1501 O'Farrell St,San Francisco,37.783604,-122.43014099999999,97.16666666666667
5837,1025 14th St,San Francisco,37.767231,-122.43637700000001,97.0
5838,4235 19th St,San Francisco,37.759173,-122.43648799999998,95.875
5839,1541 12th Ave,San Francisco,37.759386,-122.469292,99.2
5841,1725 IRVING St,San Francisco,37.763543,-122.47633200000001,97.11111111111111
5842,165 GRATTAN St,San Francisco,37.763842,-122.45051299999999,96.8
5843,2290 14th Ave,San Francisco,37.745374,-122.470308,99.33333333333333
5844,500 CLARENDON Ave,San Francisco,37.751552000000004,-122.45651699999999,94.75
5847,380 Webster St,San Francisco,37.774046000000006,-122.429076,92.3
5848,1099 Hayes St,San Francisco,37.775443,-122.433977,99.0
5849,2049 GROVE St,San Francisco,37.774333,-122.450327,99.33333333333333
5850,2950  Mission St,San Francisco,37.749837,-122.418255,98.4
5851,443 Burnett Ave,San Francisco,37.754684999999995,-122.44396699999999,98.28571428571429
5852,1360 OAKDALE Ave,San Francisco,37.732408,-122.38639099999999,99.33333333333333
5853,40 VEGA St,San Francisco,37.780133,-122.44586399999999,96.0
5854,1430 Scott St,San Francisco,37.783427,-122.437747,93.0
5855,555 Portola Dr,San Francisco,37.745674,-122.45085,94.0
5856,325 Sanchez St,San Francisco,37.76395,-122.43076699999999,98.0
5858,50 POMONA Ave,San Francisco,37.731736,-122.39352199999999,98.83333333333333
5859,400 MANSELL St,San Francisco,37.720656,-122.40510800000001,94.18181818181819
5860,325 La Grande Ave,San Francisco,37.719719,-122.42558100000001,100.0
5862,350 GIRARD St,San Francisco,37.728088,-122.404921,96.57142857142857
5864,450 Raymond Ave,San Francisco,37.714428000000005,-122.411433,99.66666666666667
5866,1215 CAROLINA St,San Francisco,37.753196,-122.39939,96.0
5867,350 Harbor Rd,San Francisco,37.733740999999995,-122.380619,98.66666666666667
5868,755 MORSE St,San Francisco,37.710459,-122.447713,97.83333333333333
5870,55 SHERMAN St,San Francisco,37.776948,-122.406342,94.75
5871,825 SHOTWELL St,San Francisco,37.754805,-122.415376,100.0
5874,1035 GILMAN Ave,San Francisco,37.718746,-122.389105,94.8
5877,3950 SACRAMENTO St,San Francisco,37.786808,-122.45801399999999,98.57142857142857
5880,2190 Powell St,San Francisco,37.804368,-122.41161699999999,95.77777777777777
5881,657 Merchant St,San Francisco,37.794909000000004,-122.40411399999999,97.2
5883,840 Broadway St,San Francisco,37.802479,-122.41123400000001,99.2
5884,950 Clay St,San Francisco,37.794008000000005,-122.40873400000001,96.125
5885,1451 Jackson St,San Francisco,37.794434,-122.418857,100.0
5886,1421 Pine St,San Francisco,37.789753000000005,-122.41927700000001,98.0
5888,2641 25th St,San Francisco,37.751776,-122.40462600000001,99.33333333333333
5889,2355 FOLSOM St,San Francisco,37.75962,-122.414674,96.85714285714286
5891,824 HARRISON St,San Francisco,37.780295,-122.40030800000001,95.71428571428571
5892,3750 18th St,San Francisco,37.761425,-122.42729299999999,98.57142857142857
5893,455 ATHENS St,San Francisco,37.720765,-122.429004,98.16666666666667
5894,125 EXCELSIOR Ave,San Francisco,37.725657,-122.432348,99.66666666666667
5895,693 VERMONT St,San Francisco,37.761354,-122.404146,97.14285714285714
5897,950 HOLLISTER Ave,San Francisco,37.718375,-122.390006,95.6
5898,260 MADRID St,San Francisco,37.725198999999996,-122.43010600000001,99.66666666666667
5901,420 Filbert St,San Francisco,37.801794,-122.40653400000001,100.0
5902,1150 Francisco St,San Francisco,37.803346999999995,-122.42408400000001,97.83333333333333
5903,2245 Jones St,San Francisco,37.801964,-122.41625400000001,98.4
5905,3500 FILLMORE St,San Francisco,37.801776000000004,-122.43641000000001,90.52941176470588
5907,3630 DIVISADERO St,San Francisco,37.803537,-122.443547,99.33333333333333
5908,1651 UNION St,San Francisco,37.798243,-122.42616699999999,91.45454545454545
5912,680 18th Ave,San Francisco,37.775155,-122.476785,98.16666666666667
5913,3250 18th St,San Francisco,37.762074,-122.41610700000001,92.0
5915,299 Precita Ave,San Francisco,37.747249,-122.41360700000001,95.33333333333333
5919,350 MASONIC St,San Francisco,37.777988,-122.446877,97.71428571428571
5925,175 PHELAN,San Francisco,37.727337,-122.45245,92.5
5926,300 GAVEN St,San Francisco,37.732518,-122.411648,95.66666666666667
5927,801 SILVER Ave,San Francisco,37.729108000000004,-122.418728,93.8
5935,2550 41st Ave,San Francisco,37.739514,-122.49904599999999,100.0
5938,2120 BROADWAY St,San Francisco,37.794608000000004,-122.432474,92.875
5940,666 Filbert St,San Francisco,37.801278,-122.41038400000001,80.14285714285714
5942,600 Italy Ave,San Francisco,37.715984999999996,-122.434402,97.2
5946,659 Pine St,San Francisco,37.791393,-122.406497,94.0
5948,655 BROTHERHOOD Way,San Francisco,37.713935,-122.475282,96.0
5950,755 OCEAN Ave,San Francisco,37.722933000000005,-122.448971,95.0
5952,3625 24th St,San Francisco,37.751923,-122.42355800000001,96.0
5953,1266 FLORIDA St,San Francisco,37.751678000000005,-122.41,99.0
5955,25 WHITTIER St,San Francisco,37.709896,-122.448082,96.0
5958,3801 BALBOA St,San Francisco,37.775573,-122.49970900000001,94.0
5959,925 CHENERY St,San Francisco,37.735264,-122.437679,96.5
5960,1320 14th Ave,San Francisco,37.763403000000004,-122.47158200000001,92.28571428571429
5961,2356 GREEN St,San Francisco,37.795882,-122.43789,97.6
5962,2521 SCOTT St,San Francisco,37.793364000000004,-122.439834,96.0
5963,334 28th Ave,San Francisco,37.783013000000004,-122.488126,94.625
5966,2001 37th Ave,San Francisco,37.749624,-122.49555600000001,96.28571428571429
5968,845 Jackson St,San Francisco,37.795663,-122.409173,100.0
5970,3400 LAGUNA St,San Francisco,37.802797999999996,-122.431547,97.6
5974,6221 GEARY Blvd,San Francisco,37.779942999999996,-122.486199,97.5
5975,1290 05th Ave,San Francisco,37.764408,-122.461978,98.0
5977,50 Broad St,San Francisco,37.713253,-122.454822,100.0
5980,301 Ellis St,San Francisco,37.785033,-122.41145800000001,98.66666666666667
5982,890 Beach St,San Francisco,37.806258,-122.423704,96.0
5985,481 O'Farrell St,San Francisco,37.785789,-122.412648,99.33333333333333
5986,350 Golden Gate Ave,San Francisco,37.781568,-122.416373,96.0
5988,333 Turk St,San Francisco,37.782703000000005,-122.414527,93.6
5990,4080 MISSION St,San Francisco,37.732292,-122.42783100000001,94.5
5992,300 ANZA St,San Francisco,37.780768,-122.449974,94.0
5993,5757 Geary Blvd,San Francisco,37.780174,-122.481229,91.0
5995,"777 Stockton St, 1st  Floor",San Francisco,37.791585999999995,-122.408452,98.0
5997,3150 20th Ave,San Francisco,37.730576,-122.47588,98.0
5998,1656 15th St,San Francisco,37.766618,-122.42126299999998,89.28571428571429
5999,1156 Valencia St,San Francisco,37.754397,-122.420915,91.0
6000,362 Capp St,San Francisco,37.761007,-122.41821499999999,96.33333333333333
6001,2770 LOMBARD St,San Francisco,37.798558,-122.44678400000001,100.0
6003,1395 MENDELL St,San Francisco,37.735232,-122.38969399999999,92.5
6005,360 04th St,San Francisco,37.781307,-122.40033799999999,94.66666666666667
6007,1250 LA SALLE,San Francisco,37.732409999999994,-122.383559,94.0
6009,1483 Mason St,San Francisco,37.796857,-122.411899,98.0
6010,1441 Powell St,San Francisco,37.797883,-122.410374,96.8
6012,2601 40th Ave,San Francisco,37.738334,-122.497977,100.0
6015,660 Lombard St,San Francisco,37.802918,-122.412494,98.0
6016,1333 Bush St,San Francisco,37.788823,-122.41904699999999,95.33333333333333
6018,1399 MCALLISTER St,San Francisco,37.778233,-122.43467700000001,98.0
6019,1531 SUTTER St,San Francisco,37.786944,-122.426377,99.0
6021,953 De Haro St,San Francisco,37.758134000000005,-122.400926,98.66666666666667
6025,1840 SUTTER St 208,San Francisco,37.786428,-122.43088300000001,88.92307692307692
6030,801 Howard St . #413,San Francisco,37.783037,-122.402952,99.0
6032,145 Guerrero St,San Francisco,37.768904,-122.424466,94.66666666666667
6037,110 Diamond St,San Francisco,37.760317,-122.43718500000001,100.0
6086,900 PENNSYLVANIA St,San Francisco,37.755098,-122.392975,96.0
6348,2399 Market St,San Francisco,37.762857000000004,-122.43475500000001,99.0
6356,3675 GEARY Blvd,San Francisco,37.781193,-122.458519,98.0
6432,2261 FILLMORE St,San Francisco,37.790494,-122.434174,93.66666666666667
6500,1926 BRODERICK St,San Francisco,37.788638,-122.442217,87.4
6521,990 WISCONSIN St,San Francisco,37.754882,-122.39878999999999,94.0
6564,2970 A 16th St,San Francisco,37.774722,-122.40676100000002,81.53846153846153
6619,830 Jackson St,San Francisco,37.795788,-122.40883400000001,84.35
6620,838 Jackson St,San Francisco,37.795788,-122.40883400000001,82.5
6625,1618 Noriega St,San Francisco,37.754058,-122.481201,97.33333333333333
6636,1390 MARKET St,San Francisco,37.777053,-122.41693899999999,88.92307692307692
6640,678 EDDY St,San Francisco,37.783186,-122.41882,92.0
6654,724 LARKIN St,San Francisco,37.784597999999995,-122.41775700000001,79.0909090909091
6660,628 Ellis St,San Francisco,37.784408,-122.416614,86.5
6677,644 PERSIA Ave,San Francisco,37.720524,-122.43056200000001,92.85714285714286
6686,1288 19th Ave,San Francisco,37.763802,-122.477186,100.0
6718,576 Market St,San Francisco,37.789353000000006,-122.40130900000001,86.0
6729,874 Pacific Ave,San Francisco,37.796588,-122.40968400000001,82.0
6734,1230 Stockton St,San Francisco,37.797178,-122.408477,84.0
6739,1135 Stockton St,San Francisco,37.796303,-122.408354,85.125
6748,163 West Portal Ave,San Francisco,37.739146999999996,-122.467661,100.0
6756,3251 20th Ave 154,San Francisco,37.728497,-122.47563899999999,95.42857142857143
6768,0239 BALBOA St,San Francisco,37.777286,-122.461229,87.875
6800,2985 San Bruno Ave,San Francisco,37.724053000000005,-122.402069,90.625
6802,2312 IRVING St,San Francisco,37.76338,-122.482647,100.0
6813,250 TARAVAL,San Francisco,37.743378,-122.46899099999999,98.0
6860,1964 Hyde St,San Francisco,37.799006,-122.41898700000002,92.0
6863,2001 Polk St,San Francisco,37.795273,-122.42166499999999,89.0909090909091
6864,2222 Polk St,San Francisco,37.797238,-122.42195600000001,91.5
6904,2135 BUCHANAN St,San Francisco,37.789844,-122.43068400000001,96.8
6913,3750 03rd St,San Francisco,37.743151,-122.38791299999998,91.25
6916,1740A Cesar Chavez St,San Francisco,37.749949,-122.393975,78.66666666666667
6944,641 Broadway St,San Francisco,37.797753,-122.407597,90.0
6948,628 Pacific Ave,San Francisco,37.797018,-122.40621200000001,88.25
6962,1135 Stockton St,San Francisco,37.796303,-122.408354,80.1875
6965,834 Jackson St,San Francisco,37.795788,-122.40883400000001,79.26666666666667
6966,848 Jackson St,San Francisco,37.795786,-122.40906499999998,85.44444444444444
7024,1300 FITZGERALD Ave,San Francisco,37.722087,-122.39321399999999,88.0
7033,2601 Judah Street,San Francisco,37.761083,-122.49001899999999,91.5
7055,2539 MISSION St,San Francisco,37.756384999999995,-122.41881599999999,77.85714285714286
7087,1299 VALENCIA St,San Francisco,37.752162,-122.420585,88.0909090909091
7095,378 FILLMORE St,San Francisco,37.772822,-122.430498,93.0
7105,1301 HAIGHT St,San Francisco,37.77036,-122.4437,94.66666666666667
7111,999 OAK St,San Francisco,37.773284999999994,-122.435709,98.0
7112,144 PAGE St,San Francisco,37.774017,-122.423184,100.0
7119,2918 24th St,San Francisco,37.752767999999996,-122.410472,72.0
7206,4001 19th St,San Francisco,37.759392999999996,-122.43283899999999,97.33333333333333
7207,172 CHURCH St,San Francisco,37.768187,-122.429024,85.75
7210,200 NOE St,San Francisco,37.765728,-122.433275,96.66666666666667
7211,699 Castro St,San Francisco,37.757743,-122.434626,88.36363636363636
7214,2687 MISSION St,San Francisco,37.754094,-122.418586,89.91666666666667
7216,4600 Mission St,San Francisco,37.724489,-122.43502600000001,74.66666666666667
7241,1790 LOMBARD St,San Francisco,37.800538,-122.43086399999999,97.0
7243,4555 MISSION St,San Francisco,37.725432,-122.43421599999999,79.53333333333333
7275,2558 NORIEGA St,San Francisco,37.753617999999996,-122.491031,97.0
7276,201D TURK St,San Francisco,37.782939,-122.412479,85.81818181818181
7366,1607 20th St,San Francisco,37.759913,-122.397589,96.66666666666667
7375,5300 03rd St,San Francisco,37.729277,-122.392797,94.0
7394,4830 03rd St,San Francisco,37.734392,-122.39097199999999,83.41176470588235
7405,3 MASONIC Ave,San Francisco,37.783444,-122.447294,86.6
7407,555 09th St,San Francisco,37.774722,-122.40676100000002,93.6
7456,1 Ferry Building  #17,San Francisco,37.795225,-122.39376999999999,96.0
7457,3893 24th St,San Francisco,37.751564,-122.429369,95.0
7461,2500 CALIFORNIA St,San Francisco,37.788708,-122.435704,98.0
7467,199 FREMONT St,San Francisco,37.789314000000005,-122.395192,90.25
7471,Ferry Plaza - Pier 1,San Francisco,37.794404,-122.39303000000001,99.0
7475,900 Columbus Ave,San Francisco,37.802904999999996,-122.41386399999999,96.0
7477,377,San Francisco,37.808494,-122.412,97.5
7479,1425 Sansome St,San Francisco,37.803634,-122.40328500000001,83.7
7480,801 Union St,San Francisco,37.799973,-122.412667,92.0
7488,746-750 LA PLAYA St,San Francisco,37.774248,-122.510043,89.42857142857143
7489,599 South Van Ness Ave,San Francisco,37.763803,-122.417326,84.72222222222223
7491,505 So. Van Ness Ave,San Francisco,37.764773,-122.41741599999999,86.22222222222223
7493,3380 20th St,San Francisco,37.758817,-122.416522,87.55
7495,1200 LA PLAYA St,San Francisco,37.763483,-122.50933500000001,98.0
7496,Pier 41,San Francisco,37.808494,-122.412,96.0
7503,1 Maritime Plaza,San Francisco,37.795227000000004,-122.39913999999999,94.66666666666667
7512,128 EDDY ST,San Francisco,37.784337,-122.40981399999998,86.52941176470588
7517,1203 Polk St,San Francisco,37.787924,-122.42016399999999,100.0
7519,399 EDDY St,San Francisco,37.783682,-122.414178,98.0
7525,1 Ferry Building  #28,San Francisco,37.786766,-122.461545,99.0
7527,544 EXCELSIOR Ave,San Francisco,37.724121999999994,-122.429309,94.66666666666667
7528,Pier 41,San Francisco,37.808494,-122.412,96.66666666666667
7529,5179 MISSION St,San Francisco,37.715769,-122.441505,96.0
7534,333 MARKET St,San Francisco,37.792037,-122.397852,94.33333333333333
7537,2222 CLEMENT St,San Francisco,37.782118,-122.48319099999999,79.94444444444444
7538,151 06th St,San Francisco,37.774722,-122.40676100000002,94.0
7546,1 Ferry Building  #15,San Francisco,37.795225,-122.39376999999999,94.66666666666667
7547,1 Ferry Building  #37,San Francisco,37.795225,-122.39376999999999,93.0
7558,831 Clement St,San Francisco,37.782724,-122.46826000000001,90.92857142857143
7573,860 DIVISADERO St,San Francisco,37.777598,-122.43828700000002,92.0
7575,1790 SUTTER St,San Francisco,37.786568,-122.429754,87.8125
7576,1501 VAN NESS Ave,San Francisco,37.789645,-122.42231399999999,100.0
7598,201 BAYSHORE Blvd,San Francisco,37.744984,-122.404059,94.0
7599,Pier 41,San Francisco,37.808494,-122.412,99.0
7600,Pier 41,San Francisco,37.808494,-122.412,98.0
7601,Pier 41,San Francisco,37.808494,-122.412,99.33333333333333
7602,Pier 41,San Francisco,37.808494,-122.412,96.0
7603,Pier 41,San Francisco,37.808494,-122.412,96.25
7605,65 06th St,San Francisco,37.774722,-122.40676100000002,92.0
7610,1201 HOWARD St,San Francisco,37.776098,-122.41171200000001,98.0
7634,Ferry Plaza Pier,San Francisco,37.794404,-122.39303000000001,100.0
7635,950 Innes Ave,San Francisco,37.732545,-122.37665700000001,91.2
7636,1397 Revere Ave,San Francisco,37.729455,-122.38636399999999,79.5
7640,2264 JUDAH St,San Francisco,37.761363,-122.486258,98.0
7641,3930 JUDAH St,San Francisco,37.760519,-122.50433100000001,91.875
7643,2900 ALEMANY Blvd,San Francisco,37.712148,-122.452076,73.28571428571429
7645,2659 MISSION St,San Francisco,37.754513,-122.418626,87.33333333333333
7646,1300 VALENCIA St,San Francisco,37.752059,-122.42071299999999,96.0
7649,2750 21st St,San Francisco,37.757608000000005,-122.40977099999999,95.11111111111111
7651,793 DIVISADERO St,San Francisco,37.776594,-122.438144,100.0
7652,500 GROVE St,San Francisco,37.777618,-122.425024,96.0
7653,698 HAYES St,San Francisco,37.776298,-122.42774399999999,94.8
7655,801 HAYES St,San Francisco,37.77598,-122.429577,94.0
7661,2780 21st St,San Francisco,37.757578,-122.41039199999999,86.9
7663,2948 24th St,San Francisco,37.752748,-122.410822,92.76923076923077
7664,2201 BRYANT St,San Francisco,37.759045,-122.409726,95.0
7675,Ferry Plaza Pier,San Francisco,37.794404,-122.39303000000001,92.0
7678,3020 16th St,San Francisco,37.765049,-122.42012199999999,87.11111111111111
7689,999 OCEAN Ave,San Francisco,37.723133000000004,-122.452707,97.33333333333333
7691,Pier 41,San Francisco,37.808494,-122.412,93.16666666666667
7711,719 CLEMENT St,San Francisco,37.782784,-122.467028,76.72727272727273
7722,Pier 41,San Francisco,37.808494,-122.412,99.0
7728,3701 Noriega St,San Francisco,37.753003,-122.50354899999999,100.0
7729,Ferry Plaza - Pier 1,San Francisco,37.794404,-122.39303000000001,92.0
7738,2965 24th St,San Francisco,37.752663,-122.411179,78.0
7744,625 MONTEREY Blvd,San Francisco,37.731522999999996,-122.45005,96.0
7745,2552 Taylor St,San Francisco,37.805923,-122.41528000000001,93.71428571428571
7747,4950 Mission St,San Francisco,37.71954,-122.438775,84.0
7748,345 WILLIAMS Ave,San Francisco,37.730164,-122.39911399999998,90.5
7755,1331 09th Ave,San Francisco,37.763448,-122.46634399999999,92.0
7757,290 09th St,San Francisco,37.768357,-122.41979199999999,91.5
7759,10 PERSIA Ave,San Francisco,37.723086,-122.43598300000001,90.5
7761,3743 MISSION St,San Francisco,37.736628,-122.424163,88.83333333333333
7762,1700 Stockton St,San Francisco,37.801407,-122.409296,83.0
7764,1790 SUTTER St,San Francisco,37.786590000000004,-122.42981499999999,91.57142857142857
7765,145 PERSIA Ave,San Francisco,37.722477000000005,-122.43448799999999,93.33333333333333
7768,509 LAGUNA St,San Francisco,37.775797999999995,-122.42618700000001,94.0
7772,3114 24th St,San Francisco,37.752549,-122.414425,88.42105263157895
7778,5216 MISSION St,San Francisco,37.71536,-122.441924,91.0
7779,2804 24th St,San Francisco,37.752922,-122.408285,94.66666666666667
7786,2883 Mission St,San Francisco,37.750959,-122.418264,88.33333333333333
7856,1328 Stockton St,San Francisco,37.797934999999995,-122.40858100000001,87.0
7857,2325 03rd St 100,San Francisco,37.759868,-122.387584,95.5
7880,55 4th St,San Francisco,37.784964,-122.404752,94.66666666666667
7997,450 10th St,San Francisco,37.770938,-122.41051000000002,93.33333333333333
8122,2275 JENNINGS St,San Francisco,37.725932,-122.3896,97.0
8151,1389 UNDERWOOD Ave,San Francisco,37.727494,-122.387918,96.0
8202,250 WEST PORTAL AVENUE,San Francisco,37.738616,-122.468775,84.0
8249,1 Ferry Building E-13,San Francisco,37.795225,-122.39376999999999,92.0
8251,1 Ferry Building #11A,San Francisco,37.795225,-122.39376999999999,99.33333333333333
